ID_IDEFISC;NOMBRE;ID_FCH_DATOS;FECHA_NACIMIENTO;Sector;CNAE;NOM_GRUP;FECHA_HATS;ALERTA_HATS;CONCURSAL;RECIENTE_CREACION;SEGMENTO_GESTION;SUBSEGMENTO_GESTION;DE_CORTA_TERRITORIAL_GEST;NOMBRE_REGIONAL_GEST;NOMBRE_CENTRO_GEST;OFICINA
A08594079;FARPOL, S.A.;2016-08-31;1979-10-01;CONSTRUCCIÓN;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
A08604266;RIUSEC, S.A.;2016-08-31;1981-01-01;TEXTIL Y CALZADO;Fabricación de tejidos textiles;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL O.P.;900
A08607301;ESTAMPACIONES CAÑADELL S.A.;2016-08-31;1979-12-29;METALURGIA;Producción de cobre;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;SANT FELIU LLOBREGAT AG.M. CASTELLBELL;341
A08609208;SOF GENERAL DE INFORMATICA, S.A.;2016-08-31;1979-10-19;SERVICIOS A EMPRESAS;Proceso de datos, hosting y actividades relacionadas;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
A08612707;PELICAL S.A.;2016-08-31;1994-05-06;PAPEL Y MADERA;Otras actividades de impresión y artes gráficas;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES NORD;BARCELONA, RAMON TURRO;565
A08615163;SUMINISTROS INDUST.Y FERRETERIA E.CASAMADA, S.A.;2016-08-31;1987-05-06;CONSTRUCCIÓN;Comercio al por mayor de otra maquinaria y equipo;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;900
A08616468;EUROPEDRALBES, S.A.;2016-08-31;1980-05-01;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;GAVA O.P.;8
A08616948;FUNDICION DE HIERROS COLOMER, S.A.;2016-08-31;1988-05-24;METALURGIA;Fundición de hierro;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);900
A08629651;LABORATORIO QUIMIFAR, S.A.;2016-08-31;1986-04-14;QUIMICA;Comercio al por mayor de productos farmacéuticos;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;MOLLET DEL VALLES OP;13
A08646226;AUDINGINTRAESA, S.A.;2016-08-31;1980-06-17;CONSTRUCCIÓN;Servicios técnicos de arquitectura;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;CORNELLA-(BE);5262
A08656621;PANIFICADORA DAUNIS BALCELLS S.A;2016-08-31;1980-11-13;ALIMENTACIÓN Y BEBIDAS;Fabricación de pan y de productos frescos de panadería y pastelería;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;VILASSAR DE DALT;379
A08663403;VIDAL METAL.LURGICS,S.A.;2016-08-31;1988-05-24;METALURGIA;Fabricación de estructuras metálicas y sus componentes;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT NORD - ANOIA;(CARTERA) DO   - DO  -DIRECTOR OFICINA;38
A08665457;T.C.P.S.A.;2016-08-31;1986-10-24;AUTOMOCIÓN;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);7
A08668956;RIMAYA, S.A.;2016-08-31;1981-02-02;METALURGIA;Comercio al por mayor de otra maquinaria y equipo de oficina;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;VILADECANS O.P.;7
A08698995;MARMOLES Y MUEBLES CATALUÑA, S.A.;2016-08-31;1981-07-03;CONSTRUCCIÓN;Fabricación de otros muebles;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;GAVA O.P.;8
A08702094;INDUSTRIAS MEDIOAMBIENTALES CASTELLAR, S.A.;2016-08-31;1981-07-28;METALURGIA;Fabricación de estructuras metálicas y sus componentes;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);32
A08709065;TRAGANT, S.A.;2016-08-31;1981-10-27;ALIMENTACIÓN Y BEBIDAS;Fabricación de pan y de productos frescos de panadería y pastelería;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
A08713927;FRANCISCO CASAÑAS, S.A.;2016-08-31;1981-10-09;TEXTIL Y CALZADO;Preparación e hilado de fibras textiles;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;900
A08714693;FOAP, S.A.;2016-08-31;1984-03-02;CONSTRUCCIÓN;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO   - DO  -DIRECTOR OFICINA;1
A08720492;PAPELES SOLA PADROS, S.A.;2016-08-31;1981-12-29;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL CATALUNYA CENTRAL - TERRASSA;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;16
A08725947;A Y P MARTINEZ, S.A.;2016-08-31;1983-03-12;TEXTIL Y CALZADO;Confección de otras prendas de vestir y accesorios;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL O.P.;900
A08731671;EMEQUIMICA, S.A.;2016-08-31;1982-02-19;QUIMICA;Fabricación de otros productos químicos n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. BERNAT METGE;264
A08743932;VIATGES IBERPLAN,S.A.;2016-08-31;1982-04-20;TURISMO, HOSTELERÍA Y OCIO;Actividades de las agencias de viajes;Sin Grupo de Riesgo;;SIN ALERTA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. CREU BARBERA;26
A08753105;HERA TRATESA, S.A.;2016-08-31;1987-01-19;EDUCACIÓN, SANIDAD Y SERVIC;Recogida y tratamiento de aguas residuales;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;TERRASSA OF.EMPRESES;5098
A08762981;GENERAL DE MANIPULADOS PLASTICOS, S.A.;2016-08-31;1982-07-13;QUIMICA;Fabricación de otros productos de plástico;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);52
A08768236;BARRUFET, S.A.;2016-08-31;1982-10-06;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de pescados, mariscos y otros productos alimenticios;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES SUD;BARCELONA AG. MERCABARNA;215
A08786006;SERCO LIMPIEZAS INDUSTRIALES, S.A.;2016-08-31;1983-11-09;EDUCACIÓN, SANIDAD Y SERVIC;Recogida y tratamiento de aguas residuales;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;52
A08789182;HILSE, S.A.;2016-08-31;1982-11-16;METALURGIA;Comercio al por mayor de máquinas herramienta;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;SANT JOAN DESPI AG. LES PLANES;123
A08793507;H.I.S., S.A.;2016-08-31;1982-12-16;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES OEST;BARCELONA AG. CAPITA ARENAS;53
A08796583;CONSTRUCCIONES, APLICACIONES Y REFUERZOS, S.A.;2016-08-31;1983-01-22;CONSTRUCCIÓN;Otras actividades de construcción especializada n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;EL PRAT DE LLOBREGAT - OFICINA EMPRESES;533
A08797599;PROMOCIONES Y MANTENIMIENTOS RHEBE, S.A.;2016-08-31;1983-01-25;METALURGIA;Fabricación de carpintería metálica;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;7
A08797870;BUFETES DE ABOGADOS Y ECONOMISTAS, S.A.;2016-08-31;1983-06-08;SERVICIOS A EMPRESAS;Otras actividades de consultoría de gestión empresarial;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
A08804379;SERVI GLASS S.A.;2016-08-31;1991-05-21;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA, DIAGONAL - RAMBLA CATALUNYA;4199
A08808354;COMIN INTERNACIONAL, S.A.;2016-08-31;1983-03-23;ALIMENTACIÓN Y BEBIDAS;Fabricación de maquinaria para la industria de la alimentación, bebidas y tabaco;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
A08810285;TECNICAS E INNOVACIONES GANADERAS SA;2016-08-31;1983-04-29;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de maquinaria, equipos y suministros agrícolas;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL PENEDES - GARRAF;(CARTERA) APOI - APOI-APODERADO GESTION INTEGRA;46
A08813982;VIAJES BETULO S A;2016-08-31;1983-07-01;TURISMO, HOSTELERÍA Y OCIO;Actividades de los operadores turísticos;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;BADALONA, PLAÇA DE LA VILA;7017
A08828154;C.FERRET, SOCIEDAD ANONIMA;2016-08-31;1992-05-15;ALIMENTACIÓN Y BEBIDAS;Elaboración de vinos;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL PENEDES - GARRAF;GUARDIOLA DE FONT-RUBÍ;1714
A08847378;RECUBRIMIENTOS PLASTICOS RUBI, S.A.;2016-08-31;1987-01-18;CONSTRUCCIÓN;Fabricación de otros muebles;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL CATALUNYA CENTRAL - TERRASSA;RUBI O.P.;14
A08856155;NEOTRONIC, S.A.;2016-08-31;1984-01-09;METALURGIA;Comercio al por mayor de ferretería, fontanería y calefacción;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;(CARTERA) APON - APON-APODERADO GESTION NO INTE;11
A08861700;TALLERES MARGALEZ, S.A.;2016-08-31;1983-12-01;METALURGIA;Fabricación de estructuras metálicas y sus componentes;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. BERNAT METGE;264
A08861726;MAYMO COSMETICS, S.A.;2016-08-31;1983-11-30;QUIMICA;Fabricación de perfumes y cosméticos;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES NORD;BARCELONA AG. POBLE NOU;65
A08864829;LIFANTE VEHICULOS, S.A.;2016-08-31;1983-12-12;METALURGIA;Fabricación de otra maquinaria de uso general n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;VERDE;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
A08866048;MONTAJES Y CONSTRUCCIONES DEL HIERRO, S.A.;2016-08-31;1983-12-29;METALURGIA;Fabricación de otras cisternas, grandes depósitos y contenedores de metal;Sin Grupo de Riesgo;2016-08-30;VERDE;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT NORD - ANOIA;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);323
A08867210;TEXTIL MEDITERRANEO, S.A.;2016-08-31;1983-12-21;TEXTIL Y CALZADO;Preparación e hilado de fibras textiles;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL O.P.;900
A08871931;INTEGREE ESPAÑA, S.A.;2016-08-31;1984-01-16;BIENES DE CONSUMO;Comercio al por mayor de productos de perfumería y cosmética;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. PL. CATALUNYA;561
A08874737;J.GALOPA, S.A.;2016-08-31;1984-01-20;CONSTRUCCIÓN;Instalaciones eléctricas;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;(CARTERA) DO   - DO  -DIRECTOR OFICINA;138
A08879058;VARADOR 2000, S.A.;2016-08-31;1983-12-28;TRANSPORTE;Reparación y mantenimiento naval;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;ARENYS DE MAR;103
A08882789;GIRAMON, S.A.;2016-08-31;1984-02-16;TURISMO, HOSTELERÍA Y OCIO;Actividades de las agencias de viajes;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;BADALONA AG. TORNER;83
A08899775;EUROIMPRES, S.A.;2016-08-31;1984-03-21;PAPEL Y MADERA;Servicios de preimpresión y preparación de soportes;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. PL. CATALUNYA;52
A08911018;MANUFACTURING AND DEVELOPMENT, S.A.;2016-08-31;1984-05-15;SERVICIOS A EMPRESAS;Actividades de consultoría informática;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
A08926453;H.G.M. S.A.;2016-08-31;1984-08-17;METALURGIA;Comercio al por mayor no especializado;Sin Grupo de Riesgo;;SIN ALERTA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. BERNAT METGE;264
A08926537;GENERAL DEL MOBLE SA;2016-08-31;2004-12-22;CONSTRUCCIÓN;Fabricación de otros muebles;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT NORD - ANOIA;MARTORELL AG. EL PLA;323
A08930877;SPEED SOUND, S.A.;2016-08-31;1984-08-23;METALURGIA;Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;PALAU-SOLITA I PLEGAMANS;60
A08935017;CHATARRAS GAVA, S.A.;2016-08-31;1984-09-12;METALURGIA;Comercio al por mayor de chatarra y productos de desecho;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;GAVA O.P.;8
A08935108;ARCHIMOVIL SA;2016-08-31;1984-10-19;METALURGIA;Fabricación de estructuras metálicas y sus componentes;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;VILADECANS O.P.;317
A08940744;IMBADEX, S.A.;2016-08-31;1984-10-19;ALIMENTACIÓN Y BEBIDAS;Intermediarios del comercio de productos alimenticios, bebidas y tabaco;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES SUD;L'HOSPITALET DE LLOBREGAT, PL. EIVISSA;1616
A08948101;DIVISION TEXTIL S.A.;2016-08-31;1985-01-01;TEXTIL Y CALZADO;Comercio al por mayor de textiles;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;900
A08948499;ALBERT E HIJOS, S.A.;2016-08-31;1984-10-25;TEXTIL Y CALZADO;Confección de ropa interior;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
A08961898;FIQUI, S.A.;2016-08-31;1986-04-14;ALIMENTACIÓN Y BEBIDAS;Fabricación de pesticidas y otros productos agroquímicos;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);900
A08964256;INDUSTRIA MECANICA J. PANES, S.A.;2016-08-31;1985-02-14;BIENES DE CONSUMO;Fabricación de artículos de cuchillería y cubertería;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONES NORD;BARCELONA, PLAÇA COMERÇ;191
A08980369;BETONMASS ASISTENCIA TECNICA Y PROYECTOS, S.A.;2016-08-31;1985-02-25;CONSTRUCCIÓN;Fabricación de maquinaria para las industrias extractivas y de la construcción;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);52
A08997512;INTERNACIONAL DE ESTAMPACIONES, S.A.L.;2016-08-31;1985-08-03;METALURGIA;Ingeniería mecánica por cuenta de terceros;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
A08999815;FABRICACION COMPONENTES MOTOCICLETAS, S.A.;2016-08-31;1985-04-22;AUTOMOCIÓN;Fabricación de equipos eléctricos y electrónicos para vehículos de motor;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;MOLLET DEL VALLÈS, FIVALLER;5197
A10008332;LA BARQUERA EXPLOTACIONES AGROP., S.A.;2016-08-31;1978-03-01;ALIMENTACIÓN Y BEBIDAS;Actividades de apoyo a la agricultura;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;(CARTERA) DO   - DO  -DIRECTOR OFICINA;7840
A11000288;ANTONIO BARBADILLO, S.A.;2016-08-31;1954-11-30;ALIMENTACIÓN Y BEBIDAS;Elaboración de vinos;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL EMPRESAS SUR;JERE DE LA FRONTERA-(BE);5103
A11444676;GIGA BIT TIENDAS S.A;2016-08-31;1995-10-30;BIENES DE CONSUMO;Fabricación de ordenadores y equipos periféricos;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL CADIZ;ALGECIRAS, AV BLAS INFANTE;1514
A11617602;JUAN ROMO, S.A.;2016-08-31;1985-07-24;CONSTRUCCIÓN;Demolición;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Minorista;Minorista MP;T.SUR;DIRECCION REGIONAL CADIZ;JEREZ DE LA FRONTERA, OP;329
A11905833;ALMACENES MARISOL S A;2016-08-31;1998-04-15;METALURGIA;Comercio al por mayor no especializado;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL EMPRESAS SUR;JERE DE LA FRONTERA-(BE);5103
A12014577;CERAMICA SALONI, S.A.U.;2016-08-31;1972-05-10;CONSTRUCCIÓN;Fabricación de azulejos y baldosas de cerámica;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CASTELLON-(BE);5181
A12035127;AUTOMOVILES LUIS BATALLA, S.A.;2016-08-31;1982-03-05;AUTOMOCIÓN;Venta de automóviles y vehículos de motor ligeros;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CASTELLON-(BE);5181
A12046769;TRANSPORTES ITALCABRERA, S.A.;2016-08-31;1984-11-22;TRANSPORTE;Transporte de mercancías por carretera;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL GUIPUZCOA OESTE;BERGARA;4257
A14015143;CAMPOS DE CORDOBA, S A;2016-08-31;1969-01-01;ALIMENTACIÓN Y BEBIDAS;Destilación, rectificación y mezcla de bebidas alcohólicas;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA ORIENTAL;CÓRDOBA,PZ DE LAS TENDILLAS;1511
A14033526;FRIGORIFICOS CORDOBESES S.A.;2016-08-31;1981-06-09;ALIMENTACIÓN Y BEBIDAS;Intermediarios del comercio de productos alimenticios, bebidas y tabaco;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA ORIENTAL;CÓRDOBA,PZ DE LAS TENDILLAS;1511
A14225015;FFG JOYERIA Y DISTRIBUCION S.A.;2016-08-31;1990-01-12;BIENES DE CONSUMO;Comercio al por mayor de artículos de relojería y joyería;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA ORIENTAL;CÓRDOBA,PZ DE LAS TENDILLAS;1511
A14446843;INDUSTRIAS GB FAMI S.A.L.;2016-08-31;1996-06-19;PAPEL Y MADERA;"Fabricación de otros productos de madera; artículos de corcho, cestería y espartería";Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID OESTE;MADRID AG. LOPE DE HARO, 4;651
A15000391;EDITORIAL COMPOSTELA S.A.;2016-08-31;1938-06-18;BIENES DE CONSUMO;Edición de periódicos;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NOROESTE;DIRECCION REGIONAL EMPRESAS NOROESTE;SANTIAGO DE COMPOSTELA- B.E.;5363
A15024482;VIRIATO, S.A.;2016-08-31;1976-06-23;TEXTIL Y CALZADO;Fabricación de tejidos de punto;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NOROESTE;DIRECCION REGIONAL GALICIA NORTE;A CORUÑA, OP;7610
